"Woonplaats";"WoonplaatsCode";"Gemeente";"GemeenteCode";"Provincie";"ProvincieCode";"Landsdeel";"LandsdeelCode"
"Havelte";"WP3113";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Havelterberg";"WP3114";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Hazerswoude-Dorp";"WP2852";"AlphenaandenRijn";"GM0484";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Hazerswoude-Rijndijk";"WP2851";"AlphenaandenRijn";"GM0484";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Hedel";"WP1625";"Maasdriel";"GM0263";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Hedikhuizen";"WP3515";"Heusden";"GM0797";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Hee";"WP2623";"Terschelling";"GM0093";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Heeg";"WP2407";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Heel";"WP1917";"Maasgouw";"GM1641";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Heelsum";"WP2987";"Renkum";"GM0274";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Heelweg";"WP1576";"OudeIJsselstreek";"GM1509";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Heemserveen";"WP1551";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Heemskerk";"WP2458";"Heemskerk";"GM0396";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Heemstede";"WP2563";"Heemstede";"GM0397";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"De Heen";"WP1401";"Steenbergen";"GM0851";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Heenvliet";"WP1387";"Nissewaard";"GM1930";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"'s-Heer Abtskerke";"WP1264";"Borsele";"GM0654";"Zeeland";"PV29";"West-Nederland";"LD03"
"'s-Heer Arendskerke";"WP1822";"Goes";"GM0664";"Zeeland";"PV29";"West-Nederland";"LD03"
"'s-Heer Hendrikskinderen";"WP1823";"Goes";"GM0664";"Zeeland";"PV29";"West-Nederland";"LD03"
"Heerde";"WP2865";"Heerde";"GM0246";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"'s-Heerenberg";"WP2206";"Montferland";"GM1955";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"'s-Heerenbroek";"WP2899";"Kampen";"GM0166";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"'s-Heerenhoek";"WP1265";"Borsele";"GM0654";"Zeeland";"PV29";"West-Nederland";"LD03"
"Heerenveen";"WP3523";"Heerenveen";"GM0074";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Heerewaarden";"WP1626";"Maasdriel";"GM0263";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Heerhugowaard";"WP1746";"Heerhugowaard";"GM0398";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Heerjansdam";"WP2398";"Zwijndrecht";"GM0642";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Heerle";"WP1590";"Roosendaal";"GM1674";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Heerlen";"WP1312";"Heerlen";"GM0917";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Heesbeen";"WP3516";"Heusden";"GM0797";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Heesch";"WP3059";"Bernheze";"GM1721";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Heesselt";"WP3361";"WestBetuwe";"GM1960";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Heeswijk-Dinther";"WP3060";"Bernheze";"GM1721";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Heeten";"WP1498";"Raalte";"GM0177";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Heeze";"WP1314";"Heeze-Leende";"GM1658";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Hegebeintum";"WP3204";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Hegelsom";"WP1031";"HorstaandeMaas";"GM1507";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Hei- en Boeicop";"WP2109";"Vijfheerenlanden";"GM1961";"Utrecht";"PV26";"West-Nederland";"LD03"
"Heibloem";"WP2946";"Leudal";"GM1640";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Heide";"WP2329";"Venray";"GM0984";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"It Heidenskip";"WP1973";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ter Heijde";"WP2663";"Westland";"GM1783";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Heijen";"WP2483";"Gennep";"GM0907";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Heijenrath";"WP1228";"Gulpen-Wittem";"GM1729";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Heijningen";"WP1318";"Moerdijk";"GM1709";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Heikant";"WP3091";"Hulst";"GM0677";"Zeeland";"PV29";"West-Nederland";"LD03"
"Heilig Landstichting";"WP2292";"BergenDal";"GM1945";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Heiligerlee";"WP1899";"Oldambt";"GM1895";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Heiloo";"WP1243";"Heiloo";"GM0399";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Heinenoord";"WP2381";"HoekscheWaard";"GM1963";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Heinkenszand";"WP1255";"Borsele";"GM0654";"Zeeland";"PV29";"West-Nederland";"LD03"
"Heino";"WP1492";"Raalte";"GM0177";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Hekelingen";"WP3033";"Nissewaard";"GM1930";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Hekendorp";"WP1909";"Oudewater";"GM0589";"Utrecht";"PV26";"West-Nederland";"LD03"
"Helden";"WP3441";"PeelenMaas";"GM1894";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Den Helder";"WP3056";"DenHelder";"GM0400";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Helenaveen";"WP1778";"Deurne";"GM0762";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Hellendoorn";"WP3583";"Hellendoorn";"GM0163";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Hellevoetsluis";"WP2137";"Hellevoetsluis";"GM0530";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Hellouw";"WP3362";"WestBetuwe";"GM1960";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Hellum";"WP1350";"Midden-Groningen";"GM1952";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Helmond";"WP1146";"Helmond";"GM0794";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Helvoirt";"WP1428";"Haaren";"GM0788";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Hem";"WP1507";"Drechterland";"GM0498";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Hemelum";"WP1970";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Hemmen";"WP1865";"Overbetuwe";"GM1734";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Hempens";"WP1202";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Hemrik";"WP3347";"Opsterland";"GM0086";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Hendrik-Ido-Ambacht";"WP2352";"Hendrik-Ido-Ambacht";"GM0531";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Hengelo";"WP3510";"Hengelo";"GM0164";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Hengelo (Gld)";"WP1535";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Hengevelde";"WP1443";"HofvanTwente";"GM1735";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Hengstdijk";"WP3098";"Hulst";"GM0677";"Zeeland";"PV29";"West-Nederland";"LD03"
"Hensbroek";"WP1186";"Koggenland";"GM1598";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Herbaijum";"WP1365";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Herkenbosch";"WP2590";"Roerdalen";"GM1669";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Herkingen";"WP2378";"Goeree-Overflakkee";"GM1924";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Hernen";"WP2566";"Wijchen";"GM0296";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Herpen";"WP3255";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Herpt";"WP3517";"Heusden";"GM0797";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Herten";"WP2282";"Roermond";"GM0957";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Hertme";"WP3570";"Borne";"GM0147";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"'s-Hertogenbosch";"WP1595";"'s-Hertogenbosch";"GM0796";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Herveld";"WP1866";"Overbetuwe";"GM1734";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Herwen";"WP2977";"Zevenaar";"GM0299";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Herwijnen";"WP2354";"WestBetuwe";"GM1960";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Heteren";"WP1867";"Overbetuwe";"GM1734";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Heukelom";"WP2648";"Oisterwijk";"GM0824";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Heukelum";"WP2355";"WestBetuwe";"GM1960";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Heumen";"WP3495";"Heumen";"GM0252";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"De Heurne";"WP1195";"Aalten";"GM0197";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Heusden";"WP3518";"Heusden";"GM0797";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Heusden";"WP2929";"Asten";"GM0743";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Heveadorp";"WP2988";"Renkum";"GM0274";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Heythuysen";"WP2947";"Leudal";"GM1640";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Hezingen";"WP1288";"Tubbergen";"GM0183";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Hiaure";"WP3398";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Hichtum";"WP2311";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Hidaard";"WP2016";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Hierden";"WP3223";"Harderwijk";"GM0243";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Hieslum";"WP2312";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Hijken";"WP3013";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Hijum";"WP3227";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Hilaard";"WP2017";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Hillegom";"WP3535";"Hillegom";"GM0534";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Hilvarenbeek";"WP1307";"Hilvarenbeek";"GM0798";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Hilversum";"WP1036";"Hilversum";"GM0402";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Hindeloopen";"WP1968";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Hinnaard";"WP2018";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Hippolytushoef";"WP1488";"HollandsKroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Hitzum";"WP1363";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Hobrede";"WP1838";"Edam-Volendam";"GM0385";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Hoedekenskerke";"WP1256";"Borsele";"GM0654";"Zeeland";"PV29";"West-Nederland";"LD03"
"de Hoef";"WP3548";"DeRondeVenen";"GM0736";"Utrecht";"PV26";"West-Nederland";"LD03"
"Hoef en Haag";"WP3626";"Vijfheerenlanden";"GM1961";"Utrecht";"PV26";"West-Nederland";"LD03"
"Hoek";"WP1130";"Terneuzen";"GM0715";"Zeeland";"PV29";"West-Nederland";"LD03"
"Hoek van Holland";"WP3082";"Rotterdam";"GM0599";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Hoenderloo";"WP2257";"Apeldoorn";"GM0200";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Hoenderloo";"WP2772";"Ede";"GM0228";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Hoensbroek";"WP1313";"Heerlen";"GM0917";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Hoenzadriel";"WP1627";"Maasdriel";"GM0263";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"De Hoeve";"WP1723";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Hoevelaken";"WP2871";"Nijkerk";"GM0267";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Hoeven";"WP1250";"Halderberge";"GM1655";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Hoge Hexel";"WP1089";"Wierden";"GM0189";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Hollandsche Rading";"WP2938";"DeBilt";"GM0310";"Utrecht";"PV26";"West-Nederland";"LD03"
"Hollandscheveld";"WP1813";"Hoogeveen";"GM0118";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Hollum";"WP2586";"Ameland";"GM0060";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Holsloot";"WP2156";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Holten";"WP1567";"Rijssen-Holten";"GM1742";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Holthees";"WP1217";"Boxmeer";"GM0756";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Holtheme";"WP1552";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Holthone";"WP1553";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Holtum";"WP2814";"Sittard-Geleen";"GM1883";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Holwerd";"WP3399";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Holwierde";"WP3237";"Delfzijl";"GM0010";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Hommerts";"WP2408";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Homoet";"WP1868";"Overbetuwe";"GM1734";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Honselersdijk";"WP2656";"Westland";"GM1783";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Hoofddorp";"WP1597";"Haarlemmermeer";"GM0394";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Hoofdplaat";"WP2968";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"Hoog Soeren";"WP3564";"Apeldoorn";"GM0200";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Hoogblokland";"WP1434";"Molenlanden";"GM1978";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Hooge Mierde";"WP1874";"Reusel-DeMierden";"GM1667";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Hooge Zwaluwe";"WP2575";"Drimmelen";"GM1719";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Hoogeloon";"WP1066";"Bladel";"GM1728";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Hoogenweg";"WP1554";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Hoogerheide";"WP1000";"Woensdrecht";"GM0873";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Hoogersmilde";"WP3115";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Hoogersmilde";"WP3014";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Hoogeveen";"WP1814";"Hoogeveen";"GM0118";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Hoogezand";"WP1018";"Midden-Groningen";"GM1952";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Hooghalen";"WP3015";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Hoogkarspel";"WP1508";"Drechterland";"GM0498";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Hoog-Keppel";"WP1521";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Hoogland";"WP1665";"Amersfoort";"GM0307";"Utrecht";"PV26";"West-Nederland";"LD03"
"Hooglanderveen";"WP1666";"Amersfoort";"GM0307";"Utrecht";"PV26";"West-Nederland";"LD03"
"Hoogmade";"WP3034";"KaagenBraassem";"GM1884";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Hoogvliet Rotterdam";"WP3083";"Rotterdam";"GM0599";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Hoogwoud";"WP2790";"Opmeer";"GM0432";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Hoorn";"WP2615";"Terschelling";"GM0093";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Hoorn";"WP3614";"Hoorn";"GM0405";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Den Hoorn";"WP2807";"Midden-Delfland";"GM1842";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Den Hoorn";"WP2741";"Texel";"GM0448";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Hoornaar";"WP1435";"Molenlanden";"GM1978";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Hoornsterzwaag";"WP2197";"Heerenveen";"GM0074";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Horn";"WP2948";"Leudal";"GM1640";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Den Horn";"WP2117";"Westerkwartier";"GM1969";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Hornhuizen";"WP3416";"HetHogeland";"GM1966";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Horssen";"WP2905";"Druten";"GM0225";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Horst";"WP1032";"HorstaandeMaas";"GM1507";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Den Hout";"WP3595";"Oosterhout";"GM0826";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Houten";"WP2053";"Houten";"GM0321";"Utrecht";"PV26";"West-Nederland";"LD03"
"Houtigehage";"WP3282";"Smallingerland";"GM0090";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Houwerzijl";"WP3417";"HetHogeland";"GM1966";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Huijbergen";"WP1001";"Woensdrecht";"GM0873";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Huis ter Heide";"WP2825";"Zeist";"GM0355";"Utrecht";"PV26";"West-Nederland";"LD03"
"Huis ter Heide";"WP1637";"Noordenveld";"GM1699";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Huisduinen";"WP3057";"DenHelder";"GM0400";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Huisseling";"WP3257";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Huissen";"WP3130";"Lingewaard";"GM1705";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Huizen";"WP1011";"Huizen";"GM0406";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Huizinge";"WP3447";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Hulsberg";"WP2359";"Beekdaelen";"GM1954";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Hulsel";"WP1875";"Reusel-DeMierden";"GM1667";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Hulshorst";"WP2984";"Nunspeet";"GM0302";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Hulst";"WP3088";"Hulst";"GM0677";"Zeeland";"PV29";"West-Nederland";"LD03"
"Hulten";"WP2068";"GilzeenRijen";"GM0784";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Hummelo";"WP1523";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Húns";"WP2019";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Hunsel";"WP2949";"Leudal";"GM1640";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Hurdegaryp";"WP2449";"Tytsjerksteradiel";"GM0737";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Hurwenen";"WP1628";"Maasdriel";"GM0263";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Idaerd";"WP2529";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Idsegahuizum";"WP2313";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Idskenhuizen";"WP2492";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ter Idzard";"WP1742";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Idzega";"WP2409";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Iens";"WP2020";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"IJhorst";"WP1048";"Staphorst";"GM0180";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"IJlst";"WP2410";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"IJmuiden";"WP2835";"Velsen";"GM0453";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"IJsselham";"WP2701";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"IJsselmuiden";"WP2895";"Kampen";"GM0166";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"IJsselstein";"WP2432";"IJsselstein";"GM0353";"Utrecht";"PV26";"West-Nederland";"LD03"
"IJzendijke";"WP2974";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"IJzendoorn";"WP1099";"Neder-Betuwe";"GM1740";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Den Ilp";"WP1329";"Landsmeer";"GM0415";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Ilpendam";"WP1941";"Waterland";"GM0852";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Indijk";"WP2411";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ingber";"WP1226";"Gulpen-Wittem";"GM1729";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Ingelum";"WP2728";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ingen";"WP3376";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Itens";"WP2021";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ittervoort";"WP2950";"Leudal";"GM1640";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Jaarsveld";"WP1959";"Lopik";"GM0331";"Utrecht";"PV26";"West-Nederland";"LD03"
"Jabeek";"WP2846";"Beekdaelen";"GM1954";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Jannum";"WP3205";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jellum";"WP2022";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jelsum";"WP3228";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jirnsum";"WP2530";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jislum";"WP3206";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jisp";"WP2284";"Wormerland";"GM0880";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Jistrum";"WP2452";"Tytsjerksteradiel";"GM0737";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jonkerslân";"WP3348";"Opsterland";"GM0086";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jonkersvaart";"WP2261";"Westerkwartier";"GM1969";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Joppe";"WP1340";"Lochem";"GM0262";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Jorwert";"WP2023";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Joure";"WP2493";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jouswier";"WP3400";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Jubbega";"WP2196";"Heerenveen";"GM0074";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Julianadorp";"WP3058";"DenHelder";"GM0400";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Jutrijp";"WP2412";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kaag";"WP3035";"KaagenBraassem";"GM1884";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Kaard";"WP2622";"Terschelling";"GM0093";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Kaatsheuvel";"WP3052";"LoonopZand";"GM0809";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Kalenberg";"WP2702";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Kallenkote";"WP2703";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Kamerik";"WP1073";"Woerden";"GM0632";"Utrecht";"PV26";"West-Nederland";"LD03"
"Kampen";"WP2894";"Kampen";"GM0166";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Kamperland";"WP3188";"Noord-Beveland";"GM1695";"Zeeland";"PV29";"West-Nederland";"LD03"
"Kamperveen";"WP2900";"Kampen";"GM0166";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Kantens";"WP3475";"HetHogeland";"GM1966";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Kapel Avezaath";"WP2560";"Tiel";"GM0281";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kapel-Avezaath";"WP3377";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Kapelle";"WP1467";"Kapelle";"GM0678";"Zeeland";"PV29";"West-Nederland";"LD03"
